CustomerID,Name,Age,Gender,Country,JoinDate,PurchaseAmount,PaymentMethod,Email
CUST00455,John Smith,18,Female,Australia,2016-03-18,52.65,Debit Card,john.smith455@example.com
CUST00278,Mary Taylor,38,Female,Australia,2024-09-06,47.6,Debit Card,mary.taylor278@example.com
CUST00620,John Taylor,19,Female,Germany,2015-02-01,211.02,Cash,john.taylor620@example.com
CUST00889,William Taylor,48,Female,India,2018-02-12,20.91,Credit Card,william.taylor889@example.com
CUST00660,Barbara Davis,41,Female,Qatar,2022-07-17,90.9,Cash,barbara.davis660@example.com
CUST00345,William Jones,34,Female,Germany,2016-07-05,125.12,Cash,william.jones345@example.com
CUST00866,Elizabeth Hernandez,51,Female,France,2018-02-20,14.85,Paypal,elizabeth.hernandez866@example.com
CUST00886,Linda Wilson,53,Female,France,2022-09-10,108.0,Cash,linda.wilson886@example.com
CUST00934,Robert Taylor,41,Female,Germany,2021-07-02,114.09,Credit Card,robert.taylor934@example.com
CUST00676,Robert Davis,26,Male,United Kingdom,2015-07-10,145.76,Paypal,robert.davis676@example.com
CUST00035,Richard Gonzalez,36,Male,Australia,2020-12-24,109.34,Debit Card,richard.gonzalez35@example.com
CUST00054,Barbara Hernandez,34,Female,United Kingdom,2016-09-11,213.46,Debit Card,barbara.hernandez54@example.com
CUST00329,Robert Garcia,32,Female,United States,2015-04-15,157.94,Debit Card,robert.garcia329@example.com
CUST00915,Sarah Anderson,37,Male,Canada,2016-07-17,167.82,Credit Card,sarah.anderson915@example.com
CUST00524,Linda Wilson,31,Female,Brazil,2023-03-20,88.45,Debit Card,linda.wilson524@example.com
CUST00978,Jennifer Brown,46,Male,United States,2021-10-16,85.2,Paypal,jennifer.brown978@example.com
CUST00531,Mary Rodriguez,43,Female,Japan,2018-05-24,148.99,Credit Card,mary.rodriguez531@example.com
CUST00653,Sarah Thomas,58,Male,Japan,2021-01-25,63.25,Debit Card,sarah.thomas653@example.com
CUST00860,James Anderson,21,Male,India,2023-07-05,85.61,Cash,james.anderson860@example.com
CUST00910,John Hernandez,57,Male,France,2021-06-08,171.85,Credit Card,john.hernandez910@example.com
CUST00914,Susan Jackson,38,Female,Qatar,2022-10-26,73.91,Paypal,susan.jackson914@example.com
CUST00327,James Martinez,44,Male,Australia,2020-12-02,163.64,Paypal,james.martinez327@example.com
CUST00865,David Miller,11,Female,United Kingdom,2015-03-26,143.62,Cash,david.miller865@example.com
CUST00460,Thomas Hernandez,53,Female,France,2022-09-04,227.27,Cash,thomas.hernandez460@example.com
CUST00352,Robert Jones,32,Female,France,2018-06-12,167.57,Debit Card,robert.jones352@example.com
CUST00958,Linda Thomas,40,Female,Qatar,2021-04-01,137.95,Cash,linda.thomas958@example.com
CUST00740,Barbara Thomas,35,Male,Canada,2022-05-03,213.17,Debit Card,barbara.thomas740@example.com
CUST00134,Barbara Garcia,38,Female,Qatar,2022-06-09,29.93,Paypal,barbara.garcia134@example.com
CUST00980,William Taylor,37,Male,Australia,2015-12-18,174.08,Credit Card,william.taylor980@example.com
CUST00221,Michael Rodriguez,41,Female,Qatar,2020-10-06,166.1,Paypal,michael.rodriguez221@example.com
CUST00733,Linda Thomas,27,Female,Germany,2019-04-08,68.46,Credit Card,linda.thomas733@example.com
CUST00573,James Thomas,24,Female,Australia,2023-06-10,132.65,Cash,james.thomas573@example.com
CUST00907,Charles Taylor,38,Female,Australia,2023-02-07,113.42,Debit Card,charles.taylor907@example.com
CUST00369,Patricia Rodriguez,70,Male,United States,2016-06-26,150.45,Credit Card,patricia.rodriguez369@example.com
CUST00726,Robert Williams,48,Female,United Kingdom,2024-06-04,201.37,Debit Card,robert.williams726@example.com
CUST00109,John Garcia,27,Male,United States,2022-04-14,138.62,Paypal,john.garcia109@example.com
CUST00857,Susan Smith,38,Female,Canada,2021-03-18,150.91,Paypal,susan.smith857@example.com
CUST00654,Sarah Thomas,40,Female,United States,2024-05-27,102.42,Cash,sarah.thomas654@example.com
CUST00260,Sarah Lopez,28,Female,France,2023-07-24,121.59,Cash,sarah.lopez260@example.com
CUST00554,Susan Jackson,25,Male,Canada,2019-12-18,55.67,Debit Card,susan.jackson554@example.com
CUST00713,Barbara Taylor,34,Female,India,2017-08-18,138.45,Cash,barbara.taylor713@example.com
CUST00319,Joseph Johnson,23,Male,Brazil,2015-07-15,101.87,Cash,joseph.johnson319@example.com
CUST00568,Elizabeth Smith,23,Female,Australia,2021-08-09,100.01,Cash,elizabeth.smith568@example.com
CUST00154,Richard Martin,26,Female,Australia,2016-04-06,156.21,Credit Card,richard.martin154@example.com
CUST00141,Patricia Miller,55,Female,Germany,2017-12-02,115.39,Credit Card,patricia.miller141@example.com
CUST00700,James Garcia,27,Male,United States,2016-07-08,115.69,Cash,james.garcia700@example.com
CUST00604,David Miller,37,Male,Japan,2020-04-26,130.3,Cash,david.miller604@example.com
CUST00927,Charles Davis,43,Female,Japan,2023-03-05,197.84,Credit Card,charles.davis927@example.com
CUST00263,Joseph Gonzalez,37,Male,Japan,2024-04-21,12.84,Debit Card,joseph.gonzalez263@example.com
CUST00658,Mary Davis,51,Female,United Kingdom,2015-09-22,137.7,Cash,mary.davis658@example.com
CUST00027,Barbara Lopez,40,Female,United Kingdom,2024-02-17,107.07,Cash,barbara.lopez27@example.com
CUST00058,David Taylor,39,Female,Brazil,2020-09-15,139.36,Cash,david.taylor58@example.com
CUST00047,David Williams,38,Female,Canada,2022-02-11,126.22,Paypal,david.williams47@example.com
CUST00996,Mary Martin,27,Male,Germany,2022-01-19,72.07,Credit Card,mary.martin996@example.com
CUST00840,Patricia Thomas,45,Male,Australia,2022-06-07,121.59,Cash,patricia.thomas840@example.com
CUST00099,Charles Wilson,27,Male,United States,2017-06-01,121.6,Cash,charles.wilson99@example.com
CUST00298,John Thomas,17,Female,Japan,2023-07-14,102.9,Cash,john.thomas298@example.com
CUST00446,Michael Rodriguez,48,Female,Qatar,2019-06-06,216.46,Cash,michael.rodriguez446@example.com
CUST00696,Michael Martin,55,Male,Japan,2015-12-15,145.57,Credit Card,michael.martin696@example.com
CUST00337,James Martin,37,Male,Qatar,2016-02-13,105.04,Paypal,james.martin337@example.com
CUST00044,William Anderson,55,Female,Japan,2024-05-22,120.51,Debit Card,william.anderson44@example.com
CUST00535,Sarah Thomas,44,Male,Australia,2023-07-05,158.18,Paypal,sarah.thomas535@example.com
CUST00064,Elizabeth Jackson,26,Male,Japan,2015-07-08,95.76,Credit Card,elizabeth.jackson64@example.com
CUST00563,Thomas Smith,32,Female,India,2021-07-07,32.37,Cash,thomas.smith563@example.com
CUST00569,Linda Lopez,38,Female,Canada,2022-08-05,139.86,Credit Card,linda.lopez569@example.com
CUST00039,Sarah Jackson,52,Male,India,2022-03-07,116.99,Cash,sarah.jackson39@example.com
CUST00694,Joseph Rodriguez,21,Male,United Kingdom,2021-03-08,125.45,Debit Card,joseph.rodriguez694@example.com
CUST00254,Robert Lopez,29,Female,Australia,2018-09-13,65.25,Debit Card,robert.lopez254@example.com
CUST00351,Karen Johnson,61,Male,United States,2015-08-03,107.83,Credit Card,karen.johnson351@example.com
CUST00939,Sarah Martinez,40,Female,Qatar,2023-04-18,121.59,Cash,sarah.martinez939@example.com
CUST00792,Jessica Moore,56,Female,Canada,2020-10-01,150.2,Cash,jessica.moore792@example.com
CUST00473,Karen Jones,33,Female,Germany,2022-02-07,131.02,Paypal,karen.jones473@example.com
CUST00143,Charles Wilson,21,Male,Germany,2021-04-05,118.0,Cash,charles.wilson143@example.com
CUST00206,Patricia Gonzalez,38,Female,India,2020-09-17,72.67,Debit Card,patricia.gonzalez206@example.com
CUST00975,James Hernandez,14,Male,Canada,2019-08-14,121.59,Paypal,james.hernandez975@example.com
CUST00741,Jessica Jones,35,Male,Germany,2018-01-25,168.4,Credit Card,jessica.jones741@example.com
CUST00888,Elizabeth Anderson,32,Female,Germany,2017-07-27,101.54,Credit Card,elizabeth.anderson888@example.com
CUST00187,Robert Martin,43,Male,Japan,2015-03-27,117.53,Debit Card,robert.martin187@example.com
CUST00229,James Taylor,40,Male,Germany,2023-12-07,93.63,Paypal,james.taylor229@example.com
CUST00819,Richard Hernandez,38,Male,Brazil,2022-08-12,23.15,Credit Card,richard.hernandez819@example.com
CUST00322,Jennifer Thomas,23,Female,Qatar,2017-09-19,88.75,Credit Card,jennifer.thomas322@example.com
CUST00062,Richard Miller,47,Male,Germany,2016-05-09,193.3,Cash,richard.miller62@example.com
CUST00597,Jennifer Martin,34,Female,Germany,2017-07-03,181.79,Cash,jennifer.martin597@example.com
CUST00508,Joseph Rodriguez,33,Male,Japan,2021-03-24,103.36,Cash,joseph.rodriguez508@example.com
CUST00802,Patricia Moore,36,Male,Australia,2018-02-22,103.15,Cash,patricia.moore802@example.com
CUST00519,Linda Anderson,67,Male,Canada,2023-03-10,137.18,Credit Card,linda.anderson519@example.com
CUST00887,Sarah Lopez,28,Male,France,2020-01-04,106.36,Paypal,sarah.lopez887@example.com
CUST00510,Thomas Rodriguez,19,Female,Brazil,2022-09-07,134.06,Cash,thomas.rodriguez510@example.com
CUST00420,Mary Brown,49,Male,Japan,2021-08-10,156.27,Paypal,mary.brown420@example.com
CUST00515,Sarah Rodriguez,47,Female,Japan,2021-11-07,127.68,Paypal,sarah.rodriguez515@example.com
CUST00171,Richard Anderson,55,Male,United Kingdom,2023-10-04,163.33,Paypal,richard.anderson171@example.com
CUST00501,Patricia Taylor,30,Male,Australia,2015-08-08,87.49,Debit Card,patricia.taylor501@example.com
CUST00340,Thomas Brown,32,Female,India,2023-03-17,207.51,Credit Card,thomas.brown340@example.com
CUST00110,Linda Williams,38,Male,Germany,2023-04-12,146.53,Credit Card,linda.williams110@example.com
CUST00601,Joseph Anderson,30,Male,Australia,2018-12-27,53.39,Debit Card,joseph.anderson601@example.com
CUST00450,William Miller,46,Female,United Kingdom,2015-03-27,194.89,Cash,william.miller450@example.com
CUST00983,John Brown,31,Male,Brazil,2019-04-08,153.45,Credit Card,john.brown983@example.com
CUST00458,John Martin,25,Male,Qatar,2022-04-26,129.39,Paypal,john.martin458@example.com
CUST00205,Michael Thomas,28,Male,United Kingdom,2017-03-08,196.95,Paypal,michael.thomas205@example.com
CUST00149,John Thomas,37,Female,France,2023-12-26,146.71,Paypal,john.thomas149@example.com
CUST00571,Jennifer Moore,45,Female,Japan,2019-08-25,123.18,Cash,jennifer.moore571@example.com
CUST00851,Charles Miller,38,Female,United States,2020-09-16,77.83,Paypal,charles.miller851@example.com
CUST00953,Linda Rodriguez,44,Male,France,2021-07-20,61.81,Debit Card,linda.rodriguez953@example.com
CUST00542,David Martinez,37,Female,India,2017-07-18,164.64,Paypal,david.martinez542@example.com
CUST00509,Karen Moore,43,Male,United States,2024-06-04,68.87,Paypal,karen.moore509@example.com
CUST00320,Jessica Miller,54,Female,Germany,2020-08-04,165.88,Credit Card,jessica.miller320@example.com
CUST00129,Susan Thomas,30,Female,United States,2021-09-04,175.89,Credit Card,susan.thomas129@example.com
CUST00880,William Moore,33,Female,Brazil,2024-06-02,176.97,Credit Card,william.moore880@example.com
CUST00651,Thomas Jones,25,Female,Qatar,2022-04-02,111.57,Credit Card,thomas.jones651@example.com
CUST00448,David Anderson,60,Male,Germany,2018-04-18,158.99,Debit Card,david.anderson448@example.com
CUST00878,Richard Jones,41,Female,Qatar,2015-07-06,150.82,Cash,richard.jones878@example.com
CUST00762,Elizabeth Moore,35,Female,France,2021-05-06,167.43,Credit Card,elizabeth.moore762@example.com
CUST00720,Jennifer Hernandez,6,Male,Australia,2017-06-16,102.85,Paypal,jennifer.hernandez720@example.com
CUST00238,James Rodriguez,46,Female,Germany,2016-07-19,161.52,Credit Card,james.rodriguez238@example.com
CUST00716,Jessica Garcia,13,Female,Germany,2023-07-17,83.94,Credit Card,jessica.garcia716@example.com
CUST00669,Karen Garcia,45,Female,Qatar,2022-10-12,86.88,Debit Card,karen.garcia669@example.com
CUST00743,David Brown,63,Male,France,2024-09-08,40.17,Cash,david.brown743@example.com
CUST00586,Thomas Johnson,6,Female,Qatar,2017-01-18,172.28,Credit Card,thomas.johnson586@example.com
CUST00481,Susan Martinez,36,Male,Germany,2016-06-10,165.77,Cash,susan.martinez481@example.com
CUST00490,Karen Hernandez,38,Male,Qatar,2016-12-09,108.42,Debit Card,karen.hernandez490@example.com
CUST00135,Jessica Martin,43,Male,United Kingdom,2016-01-11,132.27,Cash,jessica.martin135@example.com
CUST00603,Jessica Martin,26,Female,Australia,2017-11-03,41.66,Paypal,jessica.martin603@example.com
CUST00271,Michael Hernandez,43,Female,Australia,2022-04-24,143.25,Credit Card,michael.hernandez271@example.com
CUST00160,Joseph Hernandez,31,Female,Australia,2022-06-27,42.01,Cash,joseph.hernandez160@example.com
CUST00643,Thomas Johnson,33,Female,Brazil,2016-06-20,75.56,Cash,thomas.johnson643@example.com
CUST00438,Richard Hernandez,35,Female,India,2022-07-07,154.17,Credit Card,richard.hernandez438@example.com
CUST00419,Sarah Davis,59,Male,Brazil,2015-01-20,94.3,Credit Card,sarah.davis419@example.com
CUST00049,James Smith,47,Female,Brazil,2024-03-08,89.48,Cash,james.smith49@example.com
CUST00766,Jennifer Lopez,24,Male,United States,2015-05-17,32.29,Paypal,jennifer.lopez766@example.com
CUST00075,David Smith,31,Female,India,2017-03-12,192.49,Cash,david.smith75@example.com
CUST00173,Robert Davis,38,Male,Australia,2023-08-09,54.43,Credit Card,robert.davis173@example.com
CUST00243,Linda Garcia,22,Female,Australia,2024-05-10,138.33,Credit Card,linda.garcia243@example.com
CUST00361,Elizabeth Miller,24,Female,United Kingdom,2015-08-02,162.18,Paypal,elizabeth.miller361@example.com
CUST00718,James Hernandez,32,Female,Germany,2021-08-27,116.99,Credit Card,james.hernandez718@example.com
CUST00272,Richard Lopez,49,Male,United States,2020-04-01,123.81,Credit Card,richard.lopez272@example.com
CUST00847,Patricia Lopez,38,Female,Japan,2018-01-19,144.48,Credit Card,patricia.lopez847@example.com
CUST00412,James Moore,56,Female,Australia,2018-02-23,59.89,Credit Card,james.moore412@example.com
CUST00823,Richard Hernandez,38,Male,India,2021-07-17,78.95,Cash,richard.hernandez823@example.com
CUST00729,Charles Hernandez,40,Female,Australia,2017-02-24,75.74,Paypal,charles.hernandez729@example.com
CUST00779,William Miller,17,Female,United Kingdom,2017-02-09,139.75,Credit Card,william.miller779@example.com
CUST00378,Richard Rodriguez,48,Male,Brazil,2016-02-03,131.62,Debit Card,richard.rodriguez378@example.com
CUST00055,Charles Garcia,50,Male,India,2019-08-27,82.5,Cash,charles.garcia55@example.com
CUST00579,Mary Rodriguez,39,Female,Japan,2023-04-23,111.99,Debit Card,mary.rodriguez579@example.com
CUST00098,Richard Moore,38,Male,Qatar,2021-09-15,190.26,Cash,richard.moore98@example.com
CUST00300,Barbara Williams,43,Female,United States,2024-01-16,128.23,Paypal,barbara.williams300@example.com
CUST00724,Linda Lopez,38,Male,Qatar,2023-04-18,107.02,Credit Card,linda.lopez724@example.com
CUST00904,Jennifer Garcia,52,Female,United Kingdom,2021-07-16,121.59,Debit Card,jennifer.garcia904@example.com
CUST00695,Barbara Rodriguez,40,Female,United Kingdom,2019-07-01,94.6,Credit Card,barbara.rodriguez695@example.com
CUST00128,Elizabeth Moore,33,Female,Brazil,2020-05-03,121.59,Credit Card,elizabeth.moore128@example.com
CUST00558,Sarah Brown,38,Female,France,2018-11-14,146.07,Cash,sarah.brown558@example.com
CUST00707,John Garcia,41,Female,India,2016-11-14,121.59,Debit Card,john.garcia707@example.com
CUST00885,Sarah Gonzalez,24,Female,Brazil,2015-05-03,173.1,Cash,sarah.gonzalez885@example.com
CUST00492,William Jackson,43,Male,Australia,2020-10-25,247.22,Cash,william.jackson492@example.com
CUST00891,James Garcia,38,Female,Canada,2015-07-09,80.86,Cash,james.garcia891@example.com
CUST00952,Robert Taylor,44,Male,United Kingdom,2024-12-07,129.0,Paypal,robert.taylor952@example.com
CUST00081,Sarah Smith,38,Male,France,2022-08-12,176.33,Debit Card,sarah.smith81@example.com
CUST00159,Michael Hernandez,34,Female,Qatar,2023-11-04,206.08,Credit Card,michael.hernandez159@example.com
CUST00751,David Williams,40,Female,Canada,2019-05-07,192.99,Debit Card,david.williams751@example.com
CUST00358,James Garcia,40,Female,France,2015-01-21,121.59,Debit Card,james.garcia358@example.com
CUST00717,Susan Rodriguez,63,Male,Brazil,2016-04-23,132.9,Cash,susan.rodriguez717@example.com
CUST00929,Karen Thomas,38,Female,Australia,2016-12-27,134.25,Debit Card,karen.thomas929@example.com
CUST00680,Michael Taylor,34,Male,United Kingdom,2020-08-10,185.07,Paypal,michael.taylor680@example.com
CUST00474,Elizabeth Jones,40,Male,France,2023-11-04,20.31,Paypal,elizabeth.jones474@example.com
CUST00735,Sarah Anderson,63,Male,Germany,2015-08-21,145.5,Credit Card,sarah.anderson735@example.com
CUST00747,Jennifer Wilson,32,Male,India,2018-06-07,160.62,Debit Card,jennifer.wilson747@example.com
CUST00368,Thomas Smith,38,Male,Australia,2023-12-19,113.97,Credit Card,thomas.smith368@example.com
CUST00977,David Thomas,43,Male,Germany,2021-08-12,102.33,Credit Card,david.thomas977@example.com
CUST00967,Linda Smith,28,Female,Japan,2020-03-01,210.69,Paypal,linda.smith967@example.com
CUST00376,Elizabeth Jones,55,Female,Japan,2019-11-13,93.36,Credit Card,elizabeth.jones376@example.com
CUST00325,David Rodriguez,56,Male,France,2023-03-16,124.25,Paypal,david.rodriguez325@example.com
CUST00674,Thomas Miller,27,Female,Brazil,2022-10-18,121.59,Paypal,thomas.miller674@example.com
CUST00672,Sarah Lopez,52,Female,Qatar,2016-09-26,134.28,Credit Card,sarah.lopez672@example.com
CUST00180,Richard Taylor,62,Male,Qatar,2015-11-21,188.24,Credit Card,richard.taylor180@example.com
CUST00973,Linda Wilson,48,Female,United Kingdom,2022-09-26,133.2,Cash,linda.wilson973@example.com
CUST00991,Charles Moore,26,Female,Japan,2018-07-02,117.61,Paypal,charles.moore991@example.com
CUST00257,David Garcia,40,Female,Canada,2018-08-09,83.4,Cash,david.garcia257@example.com
CUST00123,David Anderson,39,Female,Brazil,2017-05-25,77.0,Cash,david.anderson123@example.com
CUST00532,Karen Smith,35,Female,United Kingdom,2016-09-03,79.58,Cash,karen.smith532@example.com
CUST00782,Mary Moore,40,Female,Qatar,2024-09-26,131.23,Debit Card,mary.moore782@example.com
CUST00871,William Miller,35,Female,France,2024-03-25,36.85,Cash,william.miller871@example.com
CUST00894,Mary Martinez,19,Female,United States,2022-07-26,98.84,Credit Card,mary.martinez894@example.com
CUST00423,Jessica Martin,38,Female,Brazil,2023-05-20,173.58,Cash,jessica.martin423@example.com
CUST00454,John Williams,21,Female,Brazil,2024-07-12,149.81,Credit Card,john.williams454@example.com
CUST00587,Robert Johnson,37,Female,France,2018-06-03,45.69,Paypal,robert.johnson587@example.com
CUST00997,Michael Moore,25,Female,United Kingdom,2016-04-13,195.3,Credit Card,michael.moore997@example.com
CUST00964,Robert Anderson,47,Female,Germany,2015-11-25,101.19,Credit Card,robert.anderson964@example.com
CUST00809,Barbara Moore,47,Female,Australia,2023-06-23,162.8,Debit Card,barbara.moore809@example.com
CUST00867,Barbara Martinez,34,Male,United States,2018-09-19,135.79,Credit Card,barbara.martinez867@example.com
CUST00684,David Williams,51,Female,Brazil,2020-09-19,170.94,Cash,david.williams684@example.com
CUST00578,Elizabeth Martinez,12,Male,Brazil,2016-05-16,131.45,Debit Card,elizabeth.martinez578@example.com
CUST00148,Linda Lopez,38,Male,Australia,2020-09-02,164.97,Cash,linda.lopez148@example.com
CUST00363,Susan Smith,38,Male,Canada,2023-06-23,130.58,Cash,susan.smith363@example.com
CUST00356,Patricia Thomas,38,Female,India,2016-12-09,184.06,Debit Card,patricia.thomas356@example.com
CUST00816,James Rodriguez,35,Male,United Kingdom,2018-07-13,90.23,Debit Card,james.rodriguez816@example.com
CUST00052,Richard Hernandez,25,Male,Canada,2023-06-20,92.77,Credit Card,richard.hernandez52@example.com
CUST00839,Jennifer Jones,26,Male,Brazil,2023-12-25,80.61,Debit Card,jennifer.jones839@example.com
CUST00400,Elizabeth Rodriguez,42,Male,France,2024-08-20,183.16,Cash,elizabeth.rodriguez400@example.com
CUST00023,Jennifer Smith,21,Female,United States,2022-10-03,70.18,Cash,jennifer.smith23@example.com
CUST00708,Elizabeth Jackson,11,Male,Canada,2019-03-05,154.98,Credit Card,elizabeth.jackson708@example.com
CUST00644,John Anderson,48,Female,Qatar,2022-12-09,109.75,Credit Card,john.anderson644@example.com
CUST00834,Michael Anderson,36,Female,United States,2020-12-19,140.0,Cash,michael.anderson834@example.com
CUST00210,Robert Johnson,37,Male,Qatar,2020-09-20,105.27,Credit Card,robert.johnson210@example.com
CUST00309,Barbara Anderson,55,Male,Canada,2018-03-16,227.67,Debit Card,barbara.anderson309@example.com
CUST00051,David Gonzalez,27,Male,Qatar,2015-03-01,156.16,Cash,david.gonzalez51@example.com
CUST00167,Charles Taylor,35,Female,Germany,2016-09-08,78.99,Paypal,charles.taylor167@example.com
CUST00636,Barbara Johnson,15,Male,Germany,2019-08-22,112.75,Paypal,barbara.johnson636@example.com
CUST00786,Mary Garcia,45,Male,Qatar,2020-06-13,84.07,Debit Card,mary.garcia786@example.com
CUST00082,Jennifer Taylor,31,Female,United Kingdom,2018-02-12,121.59,Cash,jennifer.taylor82@example.com
CUST00506,Susan Jackson,38,Female,Australia,2019-08-06,136.13,Paypal,susan.jackson506@example.com
CUST00921,Susan Garcia,45,Female,United Kingdom,2017-07-22,104.15,Debit Card,susan.garcia921@example.com
CUST00067,William Jackson,28,Female,Australia,2020-06-23,80.0,Cash,william.jackson67@example.com
