CustomerID,Name,Age,Gender,Country,JoinDate,PurchaseAmount,PaymentMethod,Email
CUST00926,Karen Garcia,,MALE,Canada,11-09-18,83.09,PayPal,karen.garcia926@example.com
CUST00557,William Hernandez,46,M,United States,8/24/2017,175.23,Cash,william.hernandez557@example.com
CUST00500,David Jones,36,male,India,15-05-15,177.66,Debit Card,david.jones500@example.com
CUST00010,Susan Williams,39,female,Germany,06/22/2019,103.66,credit card,susan.williams10@example.com
CUST00424,Patricia Gonzalez,35,male,Germany,10/22/2022,59.43,PayPal,patricia.gonzalez424@example.com
CUST00217,Michael Williams,40,male,India,02-Jan-15,112.41,PayPal,michael.williams217@example.com
CUST00408,Robert Taylor,37,male,United States,17-10-21,179.5,cash,robert.taylor408@example.com
CUST00165,James Jones,34,FEMALE,United States,05/25/2020,119.6,PayPal,james.jones165@example.com
CUST00061,David Davis,31,Female,Qatar,4/21/2019,49.76,CASH,david.davis61@example.com
CUST00169,David Jackson,2,Female,France,12-Dec-19,57.42,Credit Card,david.jackson169@example.com
CUST00164,Richard Johnson,43,Male,Canada,10-06-24,145.9,PayPal,richard.johnson164@example.com
CUST00026,Charles Johnson,34,Female,France,26-04-21,88.68,CREDIT CARD,charles.johnson26@example.com
CUST00410,Jennifer Smith,50,F,Brazil,07-12-18,140.09,Credit Card,jennifer.smith410@example.com
CUST00418,William Miller,38,male,U.K.,08/20/2023,84.02,Cash,william.miller418@example.com
CUST00599,Susan Miller,43,female,Brazil,,44.32,Debit Card,susan.miller599@example.com
CUST00617,Linda Martin,55,Female,United States,18-Feb-15,83.57,CASH,linda.martin617@example.com
CUST00781,Michael Rodriguez,57,Female,France,01/25/2024,156.06,CASH,michael.rodriguez781@example.com
CUST00795,David Davis,52,Female,Qatar,14-11-15,109.35,Cash,david.davis795@example.com
CUST00007,Thomas Smith,41,Female,Qatar,,91.25,CREDIT CARD,thomas.smith7@example.com
CUST00541,Patricia Martinez,25,Female,Germany,11-12-21,159.64,cash,patricia.martinez541@example.com
CUST00286,Richard Wilson,47,F,Canada,17-Jan-23,82.76,Cash,richard.wilson286@example.com
CUST00126,Elizabeth Thomas,55,F,Qatar,02-04-21,48.32,CASH,elizabeth.thomas126@example.com
CUST00285,Mary Martin,38,FEMALE,Japan,08-06-20,237.16,cash,mary.martin285@example.com
CUST00774,Patricia Gonzalez,25,M,Qatar,05-06-20,76.55,paypal,patricia.gonzalez774@example.com
CUST00014,John Anderson,40,M,Germany,21-01-23,130.47,Cash,john.anderson14@example.com
CUST00223,William Jones,45,M,Japan,14-12-20,126.63,credit card,william.jones223@example.com
CUST00050,Charles Williams,51,MALE,Germany,06-06-15,115.59,credit card,charles.williams50@example.com
CUST00100,Charles Moore,39,M,India,11-07-20,163.6,PayPal,charles.moore100@example.com
CUST00511,Patricia Williams,46,FEMALE,France,06-Nov-23,191.87,Credit Card,patricia.williams511@example.com
CUST00753,Charles Martin,,F,Australia,8/19/2021,123.51,Credit Card,charles.martin753@example.com
CUST00930,Thomas Brown,,F,India,25-11-24,175.64,PayPal,thomas.brown930@example.com
CUST00985,Karen Martinez,38,male,United States,10/21/2022,129.23,paypal,karen.martinez985@example.com
CUST00114,Jessica Smith,21,FEMALE,united states,06-05-16,130.04,paypal,jessica.smith114@example.com
CUST00447,Mary Jones,55,F,Brazil,03-Feb-15,112.37,CREDIT CARD,mary.jones447@example.com
CUST00095,Thomas Garcia,27,female,Australia,9/15/2022,169.5,Cash,thomas.garcia95@example.com
CUST00701,Elizabeth Martin,45,M,,07-11-19,158.46,debit card,elizabeth.martin701@example.com
CUST00455,John Smith,18,F,Australia,3/18/2016,52.65,debit card,john.smith455@example.com
CUST00278,Mary Taylor,,Female,Australia,06-Sep-24,47.6,debit card,mary.taylor278@example.com
CUST00620,John Taylor,19,F,Germany,02-01-15,211.02,CASH,john.taylor620@example.com
CUST00889,William Taylor,48,Female,India,02-12-18,20.91,CREDIT CARD,william.taylor889@example.com
CUST00660,Barbara Davis,41,F,Qatar,17-07-22,90.9,Cash,barbara.davis660@example.com
CUST00345,William Jones,34,female,Germany,07-05-16,125.12,cash,william.jones345@example.com
CUST00866,Elizabeth Hernandez,51,F,France,20-02-18,14.85,PayPal,elizabeth.hernandez866@example.com
CUST00886,Linda Wilson,53,Female,France,09-10-22,108,CASH,linda.wilson886@example.com
CUST00934,Robert Taylor,41,F,Germany,07-02-21,114.09,CREDIT CARD,robert.taylor934@example.com
CUST00676,Robert Davis,26,MALE,United Kingdom,07-10-15,145.76,paypal,robert.davis676@example.com
CUST00035,Richard Gonzalez,36,MALE,Australia,24-Dec-20,109.34,debit card,richard.gonzalez35@example.com
CUST00054,Barbara Hernandez,34,F,United Kingdom,11-Sep-16,213.46,debit card,barbara.hernandez54@example.com
CUST00329,Robert Garcia,32,female,United States,04/15/2015,157.94,Debit Card,robert.garcia329@example.com
CUST00915,Sarah Anderson,37,male,Canada,7/17/2016,167.82,Credit Card,sarah.anderson915@example.com
CUST00524,Linda Wilson,31,FEMALE,Brazil,20-03-23,88.45,debit card,linda.wilson524@example.com
CUST00978,Jennifer Brown,46,MALE,U.S.A.,10/16/2021,85.2,paypal,jennifer.brown978@example.com
CUST00531,Mary Rodriguez,43,female,Japan,5/24/2018,148.99,CREDIT CARD,mary.rodriguez531@example.com
CUST00653,Sarah Thomas,58,male,Japan,25-01-21,63.25,Debit Card,sarah.thomas653@example.com
CUST00860,James Anderson,21,Male,India,05-Jul-23,85.61,Cash,james.anderson860@example.com
CUST00910,John Hernandez,57,MALE,France,06-08-21,171.85,CREDIT CARD,john.hernandez910@example.com
CUST00914,Susan Jackson,38,Female,Qatar,26-10-22,73.91,PayPal,susan.jackson914@example.com
CUST00327,James Martinez,44,male,Australia,12-02-20,163.64,paypal,james.martinez327@example.com
CUST00661,Thomas Davis,38,Male,Qatar,,137.23,Cash,thomas.davis661@example.com
CUST00865,David Miller,11,F,UK,26-03-15,143.62,CASH,david.miller865@example.com
CUST00460,Thomas Hernandez,53,Female,France,09-04-22,227.27,CASH,thomas.hernandez460@example.com
CUST00565,Elizabeth Lopez,-5,Male,Australia,16-04-15,,cash,elizabeth.lopez565@example.com
CUST00352,Robert Jones,32,F,France,06-12-18,167.57,debit card,robert.jones352@example.com
CUST00958,Linda Thomas,40,F,Qatar,04-01-21,137.95,Cash,linda.thomas958@example.com
CUST00740,Barbara Thomas,35,MALE,Canada,05-03-22,213.17,debit card,barbara.thomas740@example.com
CUST00134,Barbara Garcia,38,female,Qatar,06-09-22,29.93,paypal,barbara.garcia134@example.com
CUST00980,William Taylor,37,MALE,Australia,18-12-15,174.08,credit card,william.taylor980@example.com
CUST00221,Michael Rodriguez,41,F,Qatar,10-06-20,166.1,paypal,michael.rodriguez221@example.com
CUST00733,Linda Thomas,27,FEMALE,Germany,04-08-19,68.46,Credit Card,linda.thomas733@example.com
CUST00573,James Thomas,24,female,Australia,06-10-23,132.65,cash,james.thomas573@example.com
CUST00907,Charles Taylor,,F,Australia,02-07-23,$113.42 ,Debit Card,charles.taylor907@example.com
CUST00369,Patricia Rodriguez,70,M,United States,06/26/2016,150.45,CREDIT CARD,patricia.rodriguez369@example.com
CUST00726,Robert Williams,48,Female,United Kingdom,06-04-24,201.37,debit card,robert.williams726@example.com
CUST00109,John Garcia,27,male,United States,14-04-22,138.62,PayPal,john.garcia109@example.com
CUST00857,Susan Smith,38,F,Canada,3/18/2021,150.91,PayPal,susan.smith857@example.com
CUST00654,Sarah Thomas,40,female,U.S.A.,27-05-24,102.42,CASH,sarah.thomas654@example.com
CUST00260,Sarah Lopez,28,F,France,24-07-23,,,sarah.lopez260@example.com
CUST00554,Susan Jackson,25,Male,Canada,12/18/2019,55.67,debit card,susan.jackson554@example.com
CUST00713,Barbara Taylor,34,,India,18-08-17,138.45,Cash,barbara.taylor713@example.com
CUST00319,Joseph Johnson,23,MALE,Brazil,7/15/2015,101.87,Cash,joseph.johnson319@example.com
CUST00568,Elizabeth Smith,23,Female,Australia,08-09-21,$100.01 ,CASH,elizabeth.smith568@example.com
CUST00154,Richard Martin,26,FEMALE,Australia,04-06-16,156.21,Credit Card,richard.martin154@example.com
CUST00141,Patricia Miller,55,F,Germany,12-02-17,115.39,credit card,patricia.miller141@example.com
CUST00700,James Garcia,27,Male,US,08-Jul-16,115.69,Cash,james.garcia700@example.com
CUST00604,David Miller,37,Male,Japan,26-04-20,130.3,CASH,david.miller604@example.com
CUST00927,Charles Davis,43,female,Japan,03-05-23,197.84,CREDIT CARD,charles.davis927@example.com
CUST00263,Joseph Gonzalez,37,Male,Japan,04/21/2024,12.84,debit card,joseph.gonzalez263@example.com
CUST00658,Mary Davis,51,FEMALE,united kingdom,22-Sep-15,137.7,CASH,mary.davis658@example.com
CUST00111,Jennifer Moore,48,Male,United States,13-Jan-18,103.99,debit card,
CUST00027,Barbara Lopez,40,F,United Kingdom,17-02-24,107.07,CASH,barbara.lopez27@example.com
CUST00058,David Taylor,39,F,Brazil,09/15/2020,139.36,Cash,david.taylor58@example.com
CUST00047,David Williams,,F,Canada,02-11-22,126.22,paypal,david.williams47@example.com
CUST00619,John Smith,35,FEMALE,Australia,,33.08,Cash,john.smith619@example.com
CUST00996,Mary Martin,27,Male,Germany,19-01-22,72.07,credit card,mary.martin996@example.com
CUST00840,Patricia Thomas,45,male,Australia,06-07-22,,Cash,patricia.thomas840@example.com
CUST00099,Charles Wilson,27,MALE,United States,06-01-17,121.6,CASH,charles.wilson99@example.com
CUST00298,John Thomas,17,,Japan,07/14/2023,102.9,Cash,john.thomas298@example.com
CUST00139,David Brown,48,M,Brazil,,105.77,CREDIT CARD,
CUST00446,Michael Rodriguez,48,female,Qatar,06-Jun-19,216.46,cash,michael.rodriguez446@example.com
CUST00696,Michael Martin,55,Male,Japan,15-12-15,145.57,credit card,michael.martin696@example.com
CUST00337,James Martin,37,Male,Qatar,13-Feb-16,105.04,paypal,james.martin337@example.com
CUST00800,William Johnson,45,FEMALE,Japan,,110.95,CASH,william.johnson800@example.com
CUST00044,William Anderson,55,Female,Japan,5/22/2024,120.51,debit card,william.anderson44@example.com
CUST00535,Sarah Thomas,44,MALE,Australia,07-05-23,158.18,PayPal,sarah.thomas535@example.com
CUST00064,Elizabeth Jackson,26,male,Japan,07-08-15,95.76,CREDIT CARD,elizabeth.jackson64@example.com
CUST00563,Thomas Smith,32,female,India,07-07-21,32.37,Cash,thomas.smith563@example.com
CUST00569,Linda Lopez,,female,Canada,05-Aug-22,139.86,Credit Card,linda.lopez569@example.com
CUST00039,Sarah Jackson,52,male,India,03-07-22,116.99,CASH,sarah.jackson39@example.com
CUST00694,Joseph Rodriguez,21,Male,united kingdom,03-08-21,125.45,Debit Card,joseph.rodriguez694@example.com
CUST00254,Robert Lopez,29,FEMALE,Australia,9/13/2018,65.25,debit card,robert.lopez254@example.com
CUST00351,Karen Johnson,61,MALE,U.S.A.,08-03-15,107.83,CREDIT CARD,karen.johnson351@example.com
CUST00939,Sarah Martinez,40,F,Qatar,04/18/2023,,Cash,sarah.martinez939@example.com
CUST00792,Jessica Moore,56,,Canada,10-01-20,150.2,cash,jessica.moore792@example.com
CUST00245,Elizabeth Moore,47,F,Brazil,,38.63,debit card,elizabeth.moore245@example.com
CUST00473,Karen Jones,33,Female,Germany,02-07-22,131.02,paypal,karen.jones473@example.com
CUST00143,Charles Wilson,21,Male,Germany,04-05-21,118,cash,charles.wilson143@example.com
CUST00206,Patricia Gonzalez,38,female,India,17-09-20,72.67,debit card,patricia.gonzalez206@example.com
CUST00975,James Hernandez,14,MALE,Canada,14-Aug-19,,paypal,james.hernandez975@example.com
CUST00741,Jessica Jones,35,male,Germany,01/25/2018,168.4,credit card,jessica.jones741@example.com
CUST00888,Elizabeth Anderson,32,F,Germany,7/27/2017,101.54,CREDIT CARD,elizabeth.anderson888@example.com
CUST00187,Robert Martin,43,male,Japan,3/27/2015,117.53,debit card,robert.martin187@example.com
CUST00797,John Taylor,37,FEMALE,France,15-01-15,-17.83,CASH,john.taylor797@example.com
CUST00229,James Taylor,40,Male,Germany,12-07-23,93.63,paypal,james.taylor229@example.com
CUST00819,Richard Hernandez,,MALE,Brazil,08-12-22,23.15,credit card,richard.hernandez819@example.com
CUST00322,Jennifer Thomas,23,female,Qatar,9/19/2017,88.75,Credit Card,jennifer.thomas322@example.com
CUST00062,Richard Miller,47,Male,Germany,05-09-16,193.3,,richard.miller62@example.com
CUST00597,Jennifer Martin,34,Female,Germany,07-03-17,181.79,cash,jennifer.martin597@example.com
CUST00508,Joseph Rodriguez,33,male,Japan,24-03-21,103.36,CASH,joseph.rodriguez508@example.com
CUST00802,Patricia Moore,36,Male,Australia,22-Feb-18,103.15,Cash,patricia.moore802@example.com
CUST00519,Linda Anderson,67,Male,Canada,03-10-23,137.18,CREDIT CARD,linda.anderson519@example.com
CUST00887,Sarah Lopez,28,MALE,France,01-04-20,106.36,paypal,sarah.lopez887@example.com
CUST00510,Thomas Rodriguez,19,FEMALE,Brazil,09-07-22,134.06,cash,thomas.rodriguez510@example.com
CUST00420,Mary Brown,49,M,Japan,08-10-21,156.27,paypal,mary.brown420@example.com
CUST00515,Sarah Rodriguez,47,F,Japan,07-Nov-21,127.68,PayPal,sarah.rodriguez515@example.com
CUST00171,Richard Anderson,55,MALE,United Kingdom,10-04-23,163.33,paypal,richard.anderson171@example.com
CUST00501,Patricia Taylor,30,MALE,,08-08-15,87.49,debit card,patricia.taylor501@example.com
CUST00340,Thomas Brown,32,F,India,17-Mar-23,207.51,CREDIT CARD,thomas.brown340@example.com
CUST00543,James Gonzalez,-5,Female,Japan,03-10-15,46.98,debit card,james.gonzalez543@example.com
CUST00110,Linda Williams,38,Male,Germany,04-12-23,146.53,credit card,linda.williams110@example.com
CUST00601,Joseph Anderson,30,male,Australia,27-12-18,53.39,Debit Card,joseph.anderson601@example.com
CUST00450,William Miller,46,FEMALE,United Kingdom,27-03-15,194.89,CASH,william.miller450@example.com
CUST00983,John Brown,31,male,Brazil,04-08-19,153.45,CREDIT CARD,john.brown983@example.com
CUST00458,John Martin,25,male,Qatar,26-04-22,129.39,paypal,john.martin458@example.com
CUST00205,Michael Thomas,28,male,United Kingdom,03-08-17,196.95,PayPal,michael.thomas205@example.com
CUST00149,John Thomas,37,female,France,26-12-23,146.71,PayPal,john.thomas149@example.com
CUST00571,Jennifer Moore,45,female,Japan,08/25/2019,123.18,cash,jennifer.moore571@example.com
CUST00851,Charles Miller,38,Female,United States,16-09-20,77.83,paypal,charles.miller851@example.com
CUST00953,Linda Rodriguez,44,Male,France,7/20/2021,61.81,debit card,linda.rodriguez953@example.com
CUST00542,David Martinez,37,FEMALE,India,18-07-17,164.64,PayPal,david.martinez542@example.com
CUST00948,Joseph Williams,43,F,Japan,,169.37,paypal,joseph.williams948@example.com
CUST00509,Karen Moore,43,male,united states,06-04-24,68.87,paypal,karen.moore509@example.com
CUST00320,Jessica Miller,54,FEMALE,Germany,08-04-20,165.88,CREDIT CARD,jessica.miller320@example.com
CUST00129,Susan Thomas,30,F,US,04-Sep-21,175.89,credit card,susan.thomas129@example.com
CUST00503,Jessica Martin,150,F,France,18-04-17,77.35,Debit Card,jessica.martin503@example.com
CUST00880,William Moore,33,female,Brazil,02-Jun-24,176.97,CREDIT CARD,william.moore880@example.com
CUST00651,Thomas Jones,25,FEMALE,Qatar,04-02-22,111.57,Credit Card,thomas.jones651@example.com
CUST00448,David Anderson,60,Male,Germany,18-04-18,158.99,debit card,david.anderson448@example.com
CUST00878,Richard Jones,41,female,Qatar,07-06-15,150.82,Cash,richard.jones878@example.com
CUST00762,Elizabeth Moore,35,Female,France,05-06-21,167.43,credit card,elizabeth.moore762@example.com
CUST00720,Jennifer Hernandez,6,MALE,Australia,06/16/2017,102.85,PayPal,jennifer.hernandez720@example.com
CUST00238,James Rodriguez,46,Female,Germany,07/19/2016,161.52,CREDIT CARD,james.rodriguez238@example.com
CUST00716,Jessica Garcia,13,FEMALE,Germany,17-07-23,83.94,Credit Card,jessica.garcia716@example.com
CUST00669,Karen Garcia,45,Female,Qatar,10-12-22,86.88,debit card,karen.garcia669@example.com
CUST00743,David Brown,63,Male,France,08-Sep-24,40.17,Cash,david.brown743@example.com
CUST00586,Thomas Johnson,6,FEMALE,Qatar,18-01-17,172.28,Credit Card,thomas.johnson586@example.com
CUST00481,Susan Martinez,36,male,Germany,06-10-16,165.77,cash,susan.martinez481@example.com
CUST00490,Karen Hernandez,,M,Qatar,12-09-16,108.42,Debit Card,karen.hernandez490@example.com
CUST00135,Jessica Martin,43,Male,United Kingdom,01-11-16,132.27,CASH,jessica.martin135@example.com
CUST00603,Jessica Martin,26,female,Australia,11-03-17,41.66,PayPal,jessica.martin603@example.com
CUST00016,Robert Brown,,,Japan,06-10-20,110,PayPal,
CUST00271,Michael Hernandez,43,F,Australia,04/24/2022,143.25,CREDIT CARD,michael.hernandez271@example.com
CUST00160,Joseph Hernandez,31,F,Australia,27-06-22,42.01,Cash,joseph.hernandez160@example.com
CUST00643,Thomas Johnson,33,FEMALE,Brazil,20-06-16,75.56,CASH,thomas.johnson643@example.com
CUST00438,Richard Hernandez,35,F,India,07-07-22,154.17,CREDIT CARD,richard.hernandez438@example.com
CUST00419,Sarah Davis,59,M,Brazil,20-01-15,94.3,credit card,sarah.davis419@example.com
CUST00049,James Smith,47,FEMALE,Brazil,08-Mar-24,89.48,CASH,james.smith49@example.com
CUST00766,Jennifer Lopez,24,MALE,USA,17-05-15,32.29,PayPal,jennifer.lopez766@example.com
CUST00075,David Smith,31,female,India,12-Mar-17,192.49,CASH,david.smith75@example.com
CUST00173,Robert Davis,,male,,08-09-23,54.43,credit card,robert.davis173@example.com
CUST00243,Linda Garcia,22,Female,Australia,05-10-24,138.33,CREDIT CARD,linda.garcia243@example.com
CUST00361,Elizabeth Miller,24,FEMALE,United Kingdom,08-02-15,$162.18 ,PayPal,elizabeth.miller361@example.com
CUST00718,James Hernandez,32,FEMALE,Germany,08/27/2021,116.99,CREDIT CARD,james.hernandez718@example.com
CUST00272,Richard Lopez,49,male,USA,04-01-20,123.81,CREDIT CARD,richard.lopez272@example.com
CUST00847,Patricia Lopez,,female,Japan,01/19/2018,144.48,CREDIT CARD,patricia.lopez847@example.com
CUST00412,James Moore,56,Female,Australia,02/23/2018,59.89,CREDIT CARD,james.moore412@example.com
CUST00823,Richard Hernandez,38,M,India,17-07-21,78.95,cash,richard.hernandez823@example.com
CUST00729,Charles Hernandez,40,female,Australia,2/24/2017,75.74,paypal,charles.hernandez729@example.com
CUST00779,William Miller,17,,UK,02-09-17,139.75,Credit Card,william.miller779@example.com
CUST00378,Richard Rodriguez,48,M,Brazil,02-03-16,131.62,Debit Card,richard.rodriguez378@example.com
CUST00055,Charles Garcia,50,MALE,India,27-08-19,82.5,CASH,charles.garcia55@example.com
CUST00579,Mary Rodriguez,39,F,Japan,23-04-23,111.99,debit card,mary.rodriguez579@example.com
CUST00098,Richard Moore,38,Male,Qatar,9/15/2021,190.26,Cash,richard.moore98@example.com
CUST00300,Barbara Williams,43,Female,USA,16-01-24,128.23,paypal,barbara.williams300@example.com
CUST00724,Linda Lopez,,M,Qatar,04/18/2023,107.02,CREDIT CARD,linda.lopez724@example.com
CUST00904,Jennifer Garcia,52,Female,United Kingdom,16-Jul-21,,Debit Card,jennifer.garcia904@example.com
CUST00695,Barbara Rodriguez,40,F,United Kingdom,07-01-19,94.6,credit card,barbara.rodriguez695@example.com
CUST00128,Elizabeth Moore,33,F,Brazil,05-03-20,,CREDIT CARD,elizabeth.moore128@example.com
CUST00558,Sarah Brown,,FEMALE,France,14-11-18,146.07,Cash,sarah.brown558@example.com
CUST00707,John Garcia,41,female,India,14-11-16,,Debit Card,john.garcia707@example.com
CUST00885,Sarah Gonzalez,24,FEMALE,Brazil,05-03-15,173.1,cash,sarah.gonzalez885@example.com
CUST00492,William Jackson,43,MALE,Australia,25-10-20,267.2,cash,william.jackson492@example.com
CUST00263,Joseph Gonzalez,37,Male,Japan,04/21/2024,12.84,debit card,joseph.gonzalez263@example.com
CUST00891,James Garcia,38,Female,Canada,07-09-15,80.86,CASH,james.garcia891@example.com
CUST00952,Robert Taylor,44,M,United Kingdom,12-07-24,129,PayPal,robert.taylor952@example.com
CUST00081,Sarah Smith,,M,France,12-Aug-22,176.33,debit card,sarah.smith81@example.com
CUST00159,Michael Hernandez,34,FEMALE,Qatar,11-04-23,206.08,Credit Card,michael.hernandez159@example.com
CUST00751,David Williams,40,Female,Canada,05-07-19,192.99,Debit Card,david.williams751@example.com
CUST00436,James Hernandez,29,F,United Kingdom,,245.99,,james.hernandez436@example.com
CUST00358,James Garcia,40,F,France,21-01-15,,Debit Card,james.garcia358@example.com
CUST00717,Susan Rodriguez,63,MALE,Brazil,23-04-16,132.9,CASH,susan.rodriguez717@example.com
CUST00929,Karen Thomas,,female,Australia,12/27/2016,134.25,debit card,karen.thomas929@example.com
CUST00680,Michael Taylor,34,male,United Kingdom,08-10-20,185.07,paypal,michael.taylor680@example.com
CUST00474,Elizabeth Jones,40,male,France,11-04-23,20.31,paypal,elizabeth.jones474@example.com
CUST00735,Sarah Anderson,63,MALE,Germany,21-Aug-15,145.5,Credit Card,sarah.anderson735@example.com
CUST00747,Jennifer Wilson,32,M,India,06-07-18,160.62,debit card,jennifer.wilson747@example.com
CUST00368,Thomas Smith,,MALE,,19-12-23,113.97,credit card,thomas.smith368@example.com
CUST00977,David Thomas,43,Male,Germany,12-Aug-21,102.33,CREDIT CARD,david.thomas977@example.com
CUST00967,Linda Smith,28,female,Japan,03-01-20,210.69,paypal,linda.smith967@example.com
CUST00376,Elizabeth Jones,55,Female,Japan,13-11-19,93.36,Credit Card,elizabeth.jones376@example.com
CUST00325,David Rodriguez,56,M,France,16-03-23,124.25,paypal,david.rodriguez325@example.com
CUST00674,Thomas Miller,27,female,Brazil,18-Oct-22,,paypal,thomas.miller674@example.com
CUST00672,Sarah Lopez,52,F,Qatar,26-09-16,134.28,credit card,sarah.lopez672@example.com
CUST00180,Richard Taylor,62,male,Qatar,21-Nov-15,188.24,credit card,richard.taylor180@example.com
CUST00973,Linda Wilson,48,FEMALE,United Kingdom,26-Sep-22,133.2,cash,linda.wilson973@example.com
CUST00991,Charles Moore,26,FEMALE,Japan,07-02-18,117.61,PayPal,charles.moore991@example.com
CUST00257,David Garcia,40,F,Canada,08-09-18,83.4,CASH,david.garcia257@example.com
CUST00123,David Anderson,39,Female,Brazil,25-May-17,77,CASH,david.anderson123@example.com
CUST00532,Karen Smith,35,F,UK,09-03-16,79.58,cash,karen.smith532@example.com
CUST00782,Mary Moore,40,F,Qatar,26-Sep-24,131.23,debit card,mary.moore782@example.com
CUST00871,William Miller,35,Female,France,25-03-24,36.85,CASH,william.miller871@example.com
CUST00894,Mary Martinez,19,female,United States,26-07-22,98.84,CREDIT CARD,mary.martinez894@example.com
CUST00423,Jessica Martin,38,FEMALE,Brazil,20-05-23,173.58,cash,jessica.martin423@example.com
CUST00464,William Martin,41,male,Germany,,92.01,credit card,william.martin464@example.com
CUST00454,John Williams,21,Female,Brazil,07-12-24,149.81,Credit Card,john.williams454@example.com
CUST00587,Robert Johnson,37,female,France,06-03-18,45.69,PayPal,robert.johnson587@example.com
CUST00997,Michael Moore,25,Female,United Kingdom,4/13/2016,195.3,Credit Card,michael.moore997@example.com
CUST00964,Robert Anderson,47,FEMALE,Germany,11/25/2015,101.19,credit card,robert.anderson964@example.com
CUST00809,Barbara Moore,47,FEMALE,Australia,23-Jun-23,162.8,debit card,barbara.moore809@example.com
CUST00867,Barbara Martinez,34,M,United States,19-09-18,135.79,CREDIT CARD,barbara.martinez867@example.com
CUST00684,David Williams,51,Female,Brazil,19-Sep-20,170.94,Cash,david.williams684@example.com
CUST00578,Elizabeth Martinez,12,male,Brazil,16-05-16,131.45,debit card,elizabeth.martinez578@example.com
CUST00148,Linda Lopez,,Male,Australia,09-02-20,164.97,cash,linda.lopez148@example.com
CUST00363,Susan Smith,38,MALE,Canada,23-06-23,130.58,CASH,susan.smith363@example.com
CUST00356,Patricia Thomas,,F,India,09-Dec-16,184.06,Debit Card,patricia.thomas356@example.com
CUST00816,James Rodriguez,35,M,United Kingdom,07/13/2018,90.23,Debit Card,james.rodriguez816@example.com
CUST00052,Richard Hernandez,25,Male,Canada,20-06-23,92.77,credit card,richard.hernandez52@example.com
CUST00839,Jennifer Jones,26,Male,Brazil,25-12-23,80.61,Debit Card,jennifer.jones839@example.com
CUST00400,Elizabeth Rodriguez,42,MALE,France,20-08-24,183.16,CASH,elizabeth.rodriguez400@example.com
CUST00023,Jennifer Smith,21,,U.S.A.,10-03-22,70.18,CASH,jennifer.smith23@example.com
CUST00708,Elizabeth Jackson,11,MALE,Canada,03-05-19,154.98,Credit Card,elizabeth.jackson708@example.com
CUST00644,John Anderson,48,FEMALE,Qatar,12-09-22,109.75,Credit Card,john.anderson644@example.com
CUST00834,Michael Anderson,36,Female,United States,19-12-20,140,cash,michael.anderson834@example.com
CUST00210,Robert Johnson,37,M,Qatar,20-09-20,105.27,credit card,robert.johnson210@example.com
